role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,exact_train_utility
evaluation,5e8f13a2c64970bd,4200,development,30,47,110,0,1,0.02000000,0.01000000,-7.641715928912e-4
evaluation,5e8f13a2c64970bd,4200,development,30,47,110,1,0,0.01000000,0.02000000,-5.437573418021e-4
evaluation,5e8f13a2c64970bd,4200,development,31,48,109,0,1,0.00000000,0.01000000,-3.316936272313e-5
evaluation,5e8f13a2c64970bd,4200,development,31,48,109,1,0,-0.02000000,0.02000000,-7.005346560618e-5
evaluation,5e8f13a2c64970bd,4200,development,32,49,108,0,0,0.00000000,0.02000000,-8.062645792961e-4
evaluation,5e8f13a2c64970bd,4200,development,32,49,108,1,1,-0.02000000,0.01000000,-3.874165413436e-4
evaluation,5e8f13a2c64970bd,4200,development,33,50,107,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,development,33,50,107,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,development,34,51,106,0,0,0.00000000,-0.02000000,1.232766808243e-4
evaluation,5e8f13a2c64970bd,4200,development,34,51,106,1,1,-0.02000000,-0.01000000,6.199007475516e-5
evaluation,5e8f13a2c64970bd,4200,development,35,52,105,0,1,0.00000000,0.01000000,-4.139728844166e-4
evaluation,5e8f13a2c64970bd,4200,development,35,52,105,1,0,-0.02000000,0.02000000,-8.956442470662e-4
evaluation,5e8f13a2c64970bd,4200,development,36,53,104,0,0,0.00000000,0.02000000,-5.566173349507e-4
evaluation,5e8f13a2c64970bd,4200,development,36,53,104,1,1,-0.02000000,0.01000000,-2.726099046413e-4
evaluation,5e8f13a2c64970bd,4200,development,37,54,103,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,development,37,54,103,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,development,38,55,102,0,1,0.00000000,0.01000000,-6.465179467341e-5
evaluation,5e8f13a2c64970bd,4200,development,38,55,102,1,0,-0.02000000,0.02000000,-1.451745629311e-4
evaluation,5e8f13a2c64970bd,4200,development,41,58,99,0,1,-0.02000000,-0.02000000,-3.524310886860e-5
evaluation,5e8f13a2c64970bd,4200,development,41,58,99,1,0,-0.01000000,0.00000000,-1.255174447579e-5
evaluation,5e8f13a2c64970bd,4200,development,42,59,98,0,1,-0.02000000,0.01000000,-1.272354857065e-3
evaluation,5e8f13a2c64970bd,4200,development,42,59,98,1,0,-0.01000000,0.02000000,-6.353638018481e-4
evaluation,5e8f13a2c64970bd,4200,development,43,60,97,0,1,-0.00500000,-0.00500000,-1.755524426699e-4
evaluation,5e8f13a2c64970bd,4200,development,43,60,97,1,0,0.00000000,-0.01000000,9.780128493730e-6
evaluation,5e8f13a2c64970bd,4200,development,44,61,96,0,1,0.02000000,-0.01000000,1.638987450860e-3
evaluation,5e8f13a2c64970bd,4200,development,44,61,96,1,0,0.01000000,-0.02000000,1.103943795897e-3
evaluation,5e8f13a2c64970bd,4200,development,45,62,95,0,1,-0.02000000,-0.02000000,3.710103628691e-4
evaluation,5e8f13a2c64970bd,4200,development,45,62,95,1,0,-0.01000000,0.00000000,2.284329384565e-4
evaluation,5e8f13a2c64970bd,4200,development,46,63,94,0,1,-0.02000000,0.01000000,-5.329261068255e-3
evaluation,5e8f13a2c64970bd,4200,development,46,63,94,1,0,-0.01000000,0.02000000,-3.216100158170e-3
evaluation,5e8f13a2c64970bd,4200,development,47,64,93,0,1,-0.02000000,-0.01000000,6.826408207417e-5
evaluation,5e8f13a2c64970bd,4200,development,47,64,93,1,0,-0.01000000,-0.02000000,1.031042411341e-4
evaluation,5e8f13a2c64970bd,4200,development,48,65,92,0,1,-0.02000000,-0.01000000,-9.316727519035e-4
evaluation,5e8f13a2c64970bd,4200,development,48,65,92,1,0,-0.01000000,-0.02000000,-1.961358822882e-3
evaluation,5e8f13a2c64970bd,4200,development,49,66,91,0,1,0.02000000,-0.02000000,2.299994230270e-5
evaluation,5e8f13a2c64970bd,4200,development,49,66,91,1,0,0.01000000,0.00000000,1.165270805359e-5
evaluation,5e8f13a2c64970bd,4200,development,50,67,90,0,1,-0.02000000,0.01000000,-1.675672829151e-4
evaluation,5e8f13a2c64970bd,4200,development,50,67,90,1,0,-0.01000000,0.02000000,-3.290511667728e-4
evaluation,5e8f13a2c64970bd,4200,development,51,68,89,0,0,-0.02000000,0.02000000,-1.669263467193e-3
evaluation,5e8f13a2c64970bd,4200,development,51,68,89,1,1,-0.01000000,0.01000000,-8.023399859667e-4
evaluation,5e8f13a2c64970bd,4200,development,52,69,88,0,1,-0.02000000,-0.01000000,-5.606357008219e-4
evaluation,5e8f13a2c64970bd,4200,development,52,69,88,1,0,-0.01000000,-0.02000000,-1.219242811203e-3
evaluation,5e8f13a2c64970bd,4200,development,53,70,87,0,0,-0.02000000,0.00000000,-7.964981341502e-5
evaluation,5e8f13a2c64970bd,4200,development,53,70,87,1,1,-0.01000000,-0.02000000,-3.788061439991e-5
evaluation,5e8f13a2c64970bd,4200,development,54,71,86,0,0,-0.02000000,0.00000000,6.753889465472e-5
evaluation,5e8f13a2c64970bd,4200,development,54,71,86,1,1,-0.01000000,-0.02000000,1.249276101589e-5
evaluation,5e8f13a2c64970bd,4200,development,55,72,85,0,1,-0.02000000,-0.02000000,5.297673051246e-4
evaluation,5e8f13a2c64970bd,4200,development,55,72,85,1,0,-0.01000000,0.00000000,2.782270312309e-4
evaluation,5e8f13a2c64970bd,4200,development,56,73,84,0,1,-0.02000000,-0.02000000,6.382136052707e-5
evaluation,5e8f13a2c64970bd,4200,development,56,73,84,1,0,-0.01000000,0.00000000,3.197292608093e-5
evaluation,5e8f13a2c64970bd,4200,development,57,74,83,0,1,0.02000000,-0.02000000,3.990655022790e-5
evaluation,5e8f13a2c64970bd,4200,development,57,74,83,1,0,0.01000000,0.00000000,2.169919571315e-5
evaluation,5e8f13a2c64970bd,4200,development,58,75,82,0,0,-0.02000000,0.00000000,2.965660241898e-4
evaluation,5e8f13a2c64970bd,4200,development,58,75,82,1,1,-0.01000000,-0.02000000,1.506197004346e-4
evaluation,5e8f13a2c64970bd,4200,development,59,76,81,0,0,-0.02000000,0.00000000,2.917954698205e-4
evaluation,5e8f13a2c64970bd,4200,development,59,76,81,1,1,-0.01000000,-0.02000000,1.473889424233e-4
evaluation,5e8f13a2c64970bd,4200,development,60,77,80,0,1,-0.02000000,-0.02000000,4.208851605654e-4
evaluation,5e8f13a2c64970bd,4200,development,60,77,80,1,0,-0.01000000,0.00000000,2.142420707969e-4
evaluation,5e8f13a2c64970bd,4200,development,61,78,79,0,1,0.01000000,-0.01000000,7.128979195841e-4
evaluation,5e8f13a2c64970bd,4200,development,61,78,79,1,0,0.00500000,-0.02000000,1.192032359540e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,1,18,16,0,0,0.01000000,0.02000000,2.122186822817e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,1,18,16,1,1,0.00500000,0.01000000,1.184950233437e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,2,19,15,0,1,-0.02000000,0.01000000,-2.051188843325e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,2,19,15,1,0,-0.01000000,0.02000000,-2.331219380721e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,3,20,14,0,0,-0.02000000,-0.02000000,2.352759009227e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,3,20,14,1,1,-0.01000000,-0.01000000,1.262373290956e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,4,21,13,0,1,0.02000000,-0.00500000,1.623275340535e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,4,21,13,1,0,0.01000000,-0.01000000,1.113444566727e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,5,22,12,0,0,0.02000000,0.02000000,9.070144151337e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,5,22,12,1,1,0.01000000,0.01000000,5.144582246430e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,6,23,11,0,0,0.02000000,0.02000000,-4.932190757245e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,6,23,11,1,1,0.01000000,0.01000000,-2.319486811757e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,7,24,10,0,1,0.02000000,0.01000000,1.435445621610e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,7,24,10,1,0,0.01000000,0.02000000,1.293952926062e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,8,25,9,0,1,0.02000000,-0.01000000,-7.248917972902e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,8,25,9,1,0,0.01000000,-0.00500000,-3.395198655198e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,9,26,8,0,1,-0.02000000,-0.01000000,-7.416295702569e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,9,26,8,1,0,-0.01000000,-0.02000000,-1.389973214827e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,10,27,7,0,1,0.02000000,0.01000000,9.514940902591e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,10,27,7,1,0,0.01000000,0.02000000,9.152230923064e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,11,28,6,0,0,0.02000000,-0.02000000,-1.108670607209e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,11,28,6,1,1,0.01000000,-0.01000000,-5.472947959788e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,12,29,5,0,1,0.02000000,0.01000000,5.094005609863e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,12,29,5,1,0,0.01000000,0.02000000,-1.306490303250e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,13,30,4,0,0,-0.02000000,-0.01000000,-3.374200314283e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,13,30,4,1,1,-0.01000000,-0.00500000,-1.287621707888e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,14,31,3,0,0,0.00500000,-0.02000000,1.158146187663e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,14,31,3,1,1,0.00000000,-0.01000000,3.205376269761e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,15,32,2,0,0,0.02000000,0.02000000,-2.641547471285e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,15,32,2,1,1,0.01000000,0.01000000,-1.260449527763e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,17,34,0,0,0,-0.02000000,-0.00500000,-4.041995853186e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,17,34,0,1,1,-0.01000000,0.00000000,8.043460547924e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,18,35,122,0,1,0.02000000,-0.01000000,-1.991070806980e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,18,35,122,1,0,0.01000000,-0.02000000,-1.455071032979e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,19,36,121,0,0,0.02000000,0.02000000,-1.024081720971e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,19,36,121,1,1,0.01000000,0.01000000,-4.950705915689e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,20,37,120,0,0,0.02000000,-0.02000000,-1.524158404209e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,20,37,120,1,1,0.01000000,-0.01000000,-7.361831958406e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,21,38,119,0,1,0.02000000,-0.02000000,2.824347466230e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,21,38,119,1,0,0.01000000,0.00000000,1.466392277507e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,22,39,118,0,0,0.02000000,-0.02000000,-6.529708858579e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,22,39,118,1,1,0.01000000,-0.01000000,-3.069967729971e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,23,40,117,0,0,-0.02000000,-0.02000000,2.249969838886e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,23,40,117,1,1,-0.01000000,-0.01000000,1.167058944702e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,24,41,116,0,1,-0.02000000,-0.01000000,-7.292709196918e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,24,41,116,1,0,-0.01000000,-0.02000000,-1.499159261584e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,25,42,115,0,0,0.02000000,0.00000000,3.111238356723e-6
evaluation,5e8f13a2c64970bd,4200,evaluation,25,42,115,1,1,0.01000000,-0.02000000,1.758337020874e-6
evaluation,5e8f13a2c64970bd,4200,evaluation,26,43,114,0,0,0.02000000,-0.02000000,-2.943916770164e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,26,43,114,1,1,0.01000000,-0.01000000,-1.437266619178e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,27,44,113,0,0,0.02000000,-0.02000000,-9.661552612670e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,27,44,113,1,1,0.01000000,-0.01000000,-4.732646048069e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,28,45,112,0,0,-0.02000000,-0.02000000,-7.354207336903e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,28,45,112,1,1,-0.01000000,-0.01000000,-3.660724905785e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,29,46,111,0,1,-0.02000000,-0.02000000,1.175515353680e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,29,46,111,1,0,-0.01000000,0.00000000,5.881612651137e-6
evaluation,5e8f13a2c64970bd,4200,evaluation,30,47,110,0,0,0.02000000,0.02000000,-9.011144866236e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,30,47,110,1,1,0.01000000,0.01000000,-4.044929519296e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,31,48,109,0,0,0.00000000,0.02000000,-7.005346560618e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,31,48,109,1,1,-0.02000000,0.01000000,-3.316936272313e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,32,49,108,0,1,0.00000000,0.01000000,-3.874165413436e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,32,49,108,1,0,-0.02000000,0.02000000,-8.062645792961e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,33,50,107,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,evaluation,33,50,107,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,evaluation,34,51,106,0,1,0.00000000,-0.01000000,6.199007475516e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,34,51,106,1,0,-0.02000000,-0.02000000,1.232766808243e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,35,52,105,0,0,0.00000000,0.02000000,-8.956442470662e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,35,52,105,1,1,-0.02000000,0.01000000,-4.139728844166e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,36,53,104,0,1,0.00000000,0.01000000,-2.726099046413e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,36,53,104,1,0,-0.02000000,0.02000000,-5.566173349507e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,37,54,103,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,evaluation,37,54,103,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,5e8f13a2c64970bd,4200,evaluation,38,55,102,0,0,0.00000000,0.02000000,-1.451745629311e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,38,55,102,1,1,-0.02000000,0.01000000,-6.465179467341e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,41,58,99,0,0,-0.02000000,0.00000000,-3.524310886860e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,41,58,99,1,1,-0.01000000,-0.02000000,-1.255174447579e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,42,59,98,0,0,-0.02000000,0.02000000,-1.280895783566e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,42,59,98,1,1,-0.01000000,0.01000000,-6.288588047028e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,43,60,97,0,0,-0.00500000,-0.01000000,-1.760342420312e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,43,60,97,1,1,0.00000000,-0.00500000,1.138014067692e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,44,61,96,0,0,0.02000000,-0.02000000,1.819580793381e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,44,61,96,1,1,0.01000000,-0.01000000,9.218032355420e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,45,62,95,0,0,-0.02000000,0.00000000,3.710103628691e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,45,62,95,1,1,-0.01000000,-0.02000000,2.284329384565e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,46,63,94,0,0,-0.02000000,0.02000000,-5.822068545967e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,46,63,94,1,1,-0.01000000,0.01000000,-2.758153947070e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,47,64,93,0,0,-0.02000000,-0.02000000,1.276924012927e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,47,64,93,1,1,-0.01000000,-0.01000000,5.809900540044e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,48,65,92,0,0,-0.02000000,-0.02000000,-1.954293809831e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,48,65,92,1,1,-0.01000000,-0.01000000,-9.384260629304e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,49,66,91,0,0,0.02000000,0.00000000,2.299994230270e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,49,66,91,1,1,0.01000000,-0.02000000,1.165270805359e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,50,67,90,0,0,-0.02000000,0.02000000,-3.341659903526e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,50,67,90,1,1,-0.01000000,0.01000000,-1.620575785637e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,51,68,89,0,1,-0.02000000,0.01000000,-7.818440790288e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,51,68,89,1,0,-0.01000000,0.02000000,-1.689920783974e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,52,69,88,0,0,-0.02000000,-0.02000000,-1.198422745802e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,52,69,88,1,1,-0.01000000,-0.01000000,-5.808677524328e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,53,70,87,0,1,-0.02000000,-0.02000000,-7.964981341502e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,53,70,87,1,0,-0.01000000,0.00000000,-3.788061439991e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,54,71,86,0,1,-0.02000000,-0.02000000,6.753889465472e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,54,71,86,1,0,-0.01000000,0.00000000,1.249276101589e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,55,72,85,0,0,-0.02000000,0.00000000,5.297673051246e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,55,72,85,1,1,-0.01000000,-0.02000000,2.782270312309e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,56,73,84,0,0,-0.02000000,0.00000000,6.382136052707e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,56,73,84,1,1,-0.01000000,-0.02000000,3.197292608093e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,57,74,83,0,0,0.02000000,0.00000000,3.990655022790e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,57,74,83,1,1,0.01000000,-0.02000000,2.169919571315e-5
evaluation,5e8f13a2c64970bd,4200,evaluation,58,75,82,0,1,-0.02000000,-0.02000000,2.965660241898e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,58,75,82,1,0,-0.01000000,0.00000000,1.506197004346e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,59,76,81,0,1,-0.02000000,-0.02000000,2.917954698205e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,59,76,81,1,0,-0.01000000,0.00000000,1.473889424233e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,60,77,80,0,0,-0.02000000,0.00000000,4.208851605654e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,60,77,80,1,1,-0.01000000,-0.02000000,2.142420707969e-4
evaluation,5e8f13a2c64970bd,4200,evaluation,61,78,79,0,0,0.01000000,-0.02000000,1.245933584869e-3
evaluation,5e8f13a2c64970bd,4200,evaluation,61,78,79,1,1,0.00500000,-0.01000000,6.589942495339e-4
evaluation,a17c2d48f03695e2,600,development,1,108,106,0,0,0.02000000,0.00000000,-8.019059896469e-5
evaluation,a17c2d48f03695e2,600,development,1,108,106,1,1,0.01000000,-0.02000000,-3.919191658497e-5
evaluation,a17c2d48f03695e2,600,development,2,109,105,0,0,0.02000000,0.02000000,-6.783132903365e-6
evaluation,a17c2d48f03695e2,600,development,2,109,105,1,1,0.01000000,0.01000000,-9.493281254436e-7
evaluation,a17c2d48f03695e2,600,development,3,110,104,0,1,0.02000000,0.01000000,-3.418512642384e-5
evaluation,a17c2d48f03695e2,600,development,3,110,104,1,0,0.01000000,0.02000000,-5.266070365906e-5
evaluation,a17c2d48f03695e2,600,development,4,111,103,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,a17c2d48f03695e2,600,development,4,111,103,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,a17c2d48f03695e2,600,development,5,112,102,0,0,-0.02000000,-0.02000000,-4.806971701328e-4
evaluation,a17c2d48f03695e2,600,development,5,112,102,1,1,-0.01000000,-0.01000000,-2.400514931651e-4
evaluation,a17c2d48f03695e2,600,development,6,113,101,0,1,-0.02000000,-0.01000000,2.447938022669e-4
evaluation,a17c2d48f03695e2,600,development,6,113,101,1,0,-0.01000000,-0.02000000,3.766765075852e-5
evaluation,a17c2d48f03695e2,600,development,7,114,100,0,0,0.00000000,-0.02000000,2.368359564571e-4
evaluation,a17c2d48f03695e2,600,development,7,114,100,1,1,-0.02000000,-0.01000000,1.192651689053e-4
evaluation,a17c2d48f03695e2,600,development,8,115,99,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,a17c2d48f03695e2,600,development,8,115,99,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,a17c2d48f03695e2,600,development,9,116,98,0,1,-0.02000000,-0.02000000,-3.204140812159e-4
evaluation,a17c2d48f03695e2,600,development,9,116,98,1,0,-0.01000000,0.00000000,-1.592983753653e-4
evaluation,a17c2d48f03695e2,600,development,10,117,97,0,1,-0.02000000,-0.01000000,-5.524853986572e-5
evaluation,a17c2d48f03695e2,600,development,10,117,97,1,0,-0.01000000,-0.02000000,-2.313156874152e-4
evaluation,a17c2d48f03695e2,600,development,11,118,96,0,0,-0.02000000,-0.02000000,4.225870070513e-4
evaluation,a17c2d48f03695e2,600,development,11,118,96,1,1,-0.01000000,-0.01000000,2.115517854691e-4
evaluation,a17c2d48f03695e2,600,development,12,119,95,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,a17c2d48f03695e2,600,development,12,119,95,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,a17c2d48f03695e2,600,development,13,120,94,0,1,-0.02000000,-0.01000000,-2.509603800718e-4
evaluation,a17c2d48f03695e2,600,development,13,120,94,1,0,-0.01000000,-0.02000000,-4.409278335515e-4
evaluation,a17c2d48f03695e2,600,development,14,121,93,0,0,0.02000000,-0.02000000,-1.301330776187e-4
evaluation,a17c2d48f03695e2,600,development,14,121,93,1,1,0.01000000,-0.01000000,-4.892734068562e-5
evaluation,a17c2d48f03695e2,600,development,15,122,92,0,0,-0.02000000,0.02000000,-3.104346615146e-5
evaluation,a17c2d48f03695e2,600,development,15,122,92,1,1,-0.01000000,0.01000000,-1.300933490711e-5
evaluation,a17c2d48f03695e2,600,development,16,0,91,0,1,0.02000000,-0.02000000,4.036215541419e-4
evaluation,a17c2d48f03695e2,600,development,16,0,91,1,0,0.01000000,0.00000000,2.155130059691e-4
evaluation,a17c2d48f03695e2,600,development,17,1,90,0,0,-0.01000000,0.00000000,-3.612848740886e-5
evaluation,a17c2d48f03695e2,600,development,17,1,90,1,1,-0.00500000,-0.02000000,-1.429207623005e-5
evaluation,a17c2d48f03695e2,600,development,18,2,89,0,0,-0.02000000,-0.02000000,-5.764607340097e-4
evaluation,a17c2d48f03695e2,600,development,18,2,89,1,1,-0.01000000,-0.01000000,-3.309746680316e-4
evaluation,a17c2d48f03695e2,600,development,19,3,88,0,0,0.02000000,-0.02000000,-1.104051843868e-4
evaluation,a17c2d48f03695e2,600,development,19,3,88,1,1,0.01000000,-0.01000000,-4.741176962852e-5
evaluation,a17c2d48f03695e2,600,development,20,4,87,0,1,0.02000000,-0.02000000,-1.337913126918e-4
